,sofifaid,Overall
14157,233394.0,61.49
14158,234401.0,60.71
14159,234941.0,59.93
14160,235242.0,60.04
14161,236038.0,60.49
14162,236209.0,60.4
14163,236216.0,60.13
14164,236297.0,60.45
14165,236471.0,60.6
14166,237317.0,60.57
14167,237422.0,60.56
14168,238085.0,60.36
14169,239390.0,60.49
14170,240725.0,60.75
14171,240919.0,60.45
14172,241575.0,60.03
14173,242748.0,60.18
14174,242921.0,60.18
14175,243235.0,60.61
14176,243500.0,60.01
14177,245481.0,60.22
14178,248119.0,60.26
14179,251632.0,60.34
14180,252593.0,59.98
14181,252864.0,60.18
14182,222379.0,60.69
14183,225189.0,60.58
14184,225473.0,60.45
14185,228369.0,60.27
14186,229783.0,59.78
14187,230864.0,60.14
14188,231237.0,59.81
14189,231411.0,60.03
14190,233831.0,60.64
14191,234407.0,60.41
14192,234788.0,60.43
14193,234982.0,61.35
14194,236955.0,59.94
14195,238055.0,60.45
14196,238234.0,60.31
14197,238345.0,60.01
14198,238474.0,60.57
14199,238846.0,60.35
14200,239566.0,60.11
14201,240575.0,60.27
14202,241833.0,61.2
14203,242803.0,60.2
14204,244449.0,60.23
14205,244480.0,59.65
14206,244758.0,60.48
14207,245446.0,59.53
14208,246657.0,60.03
14209,246803.0,60.83
14210,246870.0,60.53
14211,246940.0,59.96
14212,248129.0,59.98
14213,248547.0,59.91
14214,248726.0,59.97
14215,250924.0,60.28
14216,250991.0,60.38
14217,251944.0,59.59
14218,252407.0,59.01
14219,252436.0,59.92
14220,212255.0,59.89
14221,213519.0,60.52
14222,213696.0,60.39
14223,220893.0,60.77
14224,221637.0,60.55
14225,223120.0,61.07
14226,223905.0,60.58
14227,225867.0,61.09
14228,226459.0,60.23
14229,226473.0,59.54
14230,227895.0,60.06
14231,228255.0,59.68
14232,228292.0,60.4
14233,229105.0,60.08
14234,230812.0,60.19
14235,231187.0,59.75
14236,231228.0,60.26
14237,232490.0,59.83
14238,234858.0,59.59
14239,235690.0,60.22
14240,235978.0,60.18
14241,236364.0,60.04
14242,236365.0,60.14
14243,236618.0,59.94
14244,236651.0,60.13
14245,236879.0,60.01
14246,237101.0,60.23
14247,237132.0,60.14
14248,237500.0,60.04
14249,237988.0,59.74
14250,238503.0,59.75
14251,239948.0,60.12
14252,240529.0,60.34
14253,241217.0,60.15
14254,244060.0,59.52
14255,244167.0,59.79
14256,244456.0,59.72
14257,246833.0,59.95
14258,247086.0,59.87
14259,247391.0,60.15
14260,247492.0,60.09
14261,247877.0,60.16
14262,248069.0,60.31
14263,250927.0,59.54
14264,250947.0,60.18
14265,251429.0,59.91
14266,251574.0,60.5
14267,252032.0,58.92
14268,252140.0,59.93
14269,252328.0,59.55
14270,213673.0,60.19
14271,214478.0,60.43
14272,220795.0,59.56
14273,221764.0,60.38
14274,223253.0,59.88
14275,223982.0,59.14
14276,225872.0,60.22
14277,226415.0,60.86
14278,226438.0,59.45
14279,226501.0,59.57
14280,228368.0,59.83
14281,228584.0,59.56
14282,229375.0,59.78
14283,229468.0,59.71
14284,229848.0,58.96
14285,230846.0,61.05
14286,231052.0,59.57
14287,231572.0,60.8
14288,232944.0,59.41
14289,235157.0,59.67
14290,237497.0,59.36
14291,237695.0,60.36
14292,238793.0,59.46
14293,240538.0,59.56
14294,241244.0,60.4
14295,242230.0,59.24
14296,244154.0,60.13
14297,244639.0,60.12
14298,247063.0,58.98
14299,247219.0,59.82
14300,247459.0,59.31
14301,251002.0,59.98
14302,251190.0,59.51
14303,251278.0,59.5
14304,251501.0,59.97
14305,251755.0,59.57
14306,252291.0,59.63
14307,252798.0,59.88
14308,203430.0,60.43
14309,212366.0,60.71
14310,221332.0,59.03
14311,221528.0,60.33
14312,221928.0,60.49
14313,221989.0,60.7
14314,223599.0,59.67
14315,224238.0,59.7
14316,224597.0,60.17
14317,225068.0,59.48
14318,225167.0,60.48
14319,227146.0,60.44
14320,227603.0,59.78
14321,228307.0,59.73
14322,228355.0,58.99
14323,228658.0,60.01
14324,228700.0,59.71
14325,228836.0,59.4
14326,229279.0,60.13
14327,231278.0,59.43
14328,231606.0,59.2
14329,232194.0,59.95
14330,234639.0,60.47
14331,235205.0,59.88
14332,236243.0,60.02
14333,237169.0,59.39
14334,237307.0,59.98
14335,238955.0,59.97
14336,239126.0,59.53
14337,239245.0,60.24
14338,239775.0,59.8
14339,240074.0,59.59
14340,240129.0,60.49
14341,241283.0,60.27
14342,242556.0,59.46
14343,242662.0,59.3
14344,244435.0,59.69
14345,244496.0,59.62
14346,245653.0,60.0
14347,246289.0,58.0
14348,246737.0,59.64
14349,247427.0,59.65
14350,251363.0,59.19
14351,251370.0,59.91
14352,251891.0,59.42
14353,252484.0,59.55
14354,252575.0,60.26
14355,202549.0,61.04
14356,210033.0,60.51
14357,211011.0,60.27
14358,213151.0,59.67
14359,213864.0,60.85
14360,218576.0,60.21
14361,218922.0,59.96
14362,219482.0,58.68
14363,219643.0,60.02
14364,220149.0,60.55
14365,220787.0,60.22
14366,221277.0,59.84
14367,223750.0,60.31
14368,224675.0,60.55
14369,226949.0,59.91
14370,229724.0,59.38
14371,229839.0,60.45
14372,236626.0,59.36
14373,236750.0,60.72
14374,237027.0,59.87
14375,237140.0,60.66
14376,238480.0,59.83
14377,241102.0,59.84
14378,242804.0,59.78
14379,244395.0,60.29
14380,244567.0,59.91
14381,246982.0,60.2
14382,247170.0,59.24
14383,250923.0,60.14
14384,251063.0,59.42
14385,251441.0,59.14
14386,251760.0,59.44
14387,251847.0,59.96
14388,252136.0,59.7
14389,183542.0,61.61
14390,200781.0,61.89
14391,210799.0,60.85
14392,211233.0,60.22
14393,213663.0,60.2
14394,218585.0,60.33
14395,221447.0,60.37
14396,222417.0,61.36
14397,224854.0,60.27
14398,225001.0,59.51
14399,225972.0,60.48
14400,226006.0,59.98
14401,228072.0,60.15
14402,229627.0,59.53
14403,232674.0,59.83
14404,232885.0,59.7
14405,233281.0,60.41
14406,233679.0,60.75
14407,238043.0,59.56
14408,238363.0,59.58
14409,242471.0,60.45
14410,242990.0,59.51
14411,244026.0,60.16
14412,245722.0,59.5
14413,246911.0,60.49
14414,247078.0,60.18
14415,247252.0,59.89
14416,248581.0,59.69
14417,250871.0,59.55
14418,251146.0,60.05
14419,251485.0,60.13
14420,251767.0,60.08
14421,251817.0,60.21
14422,252279.0,60.56
14423,193164.0,60.16
14424,209368.0,60.43
14425,209526.0,61.01
14426,211090.0,59.67
14427,211434.0,60.26
14428,213307.0,62.04
14429,213527.0,60.35
14430,214353.0,59.46
14431,216563.0,60.22
14432,222592.0,60.22
14433,222822.0,58.55
14434,227653.0,60.13
14435,227941.0,59.68
14436,228401.0,59.29
14437,228691.0,59.68
14438,231678.0,59.97
14439,231837.0,59.13
14440,232193.0,60.79
14441,234070.0,59.84
14442,238918.0,60.08
14443,238969.0,59.29
14444,244658.0,59.66
14445,247198.0,60.15
14446,247376.0,59.86
14447,251064.0,59.01
14448,251795.0,58.64
14449,251958.0,60.63
14450,200693.0,60.36
14451,201945.0,60.85
14452,203090.0,58.49
14453,203145.0,60.56
14454,203417.0,61.92
14455,204459.0,60.42
14456,204909.0,59.85
14457,205266.0,60.84
14458,209895.0,58.74
14459,213157.0,60.19
14460,214007.0,60.65
14461,215562.0,59.41
14462,216190.0,60.48
14463,220618.0,60.58
14464,221652.0,60.11
14465,221864.0,60.0
14466,222180.0,60.07
14467,223029.0,59.53
14468,223298.0,60.06
14469,223679.0,60.8
14470,224413.0,59.39
14471,226021.0,60.07
14472,228935.0,60.47
14473,231346.0,59.05
14474,232367.0,58.5
14475,234447.0,60.3
14476,237332.0,59.74
14477,237753.0,60.16
14478,239833.0,59.76
14479,241165.0,59.46
14480,243964.0,59.96
14481,247168.0,60.38
14482,247188.0,60.36
14483,251444.0,60.08
14484,251655.0,60.01
14485,198326.0,60.43
14486,210790.0,61.0
14487,211739.0,59.69
14488,211792.0,60.06
14489,213339.0,59.62
14490,214747.0,60.92
14491,222702.0,59.67
14492,228483.0,60.59
14493,228845.0,60.1
14494,232175.0,59.77
14495,232846.0,58.91
14496,237201.0,59.56
14497,238105.0,59.8
14498,241648.0,60.47
14499,243623.0,60.3
14500,243999.0,60.07
14501,244886.0,59.48
14502,246614.0,60.0
14503,251045.0,59.31
14504,191336.0,59.82
14505,194148.0,60.43
14506,194791.0,61.55
14507,198252.0,61.51
14508,200844.0,59.78
14509,202244.0,57.93
14510,202436.0,59.67
14511,203504.0,60.33
14512,203897.0,59.88
14513,204301.0,60.55
14514,206596.0,59.75
14515,220352.0,59.76
14516,221852.0,59.44
14517,224585.0,59.9
14518,226197.0,59.67
14519,231494.0,60.36
14520,235401.0,59.37
14521,238668.0,59.3
14522,239774.0,59.74
14523,243802.0,59.89
14524,246985.0,59.97
14525,247638.0,59.79
14526,251654.0,59.72
14527,53352.0,60.22
14528,120041.0,60.45
14529,137166.0,60.09
14530,138719.0,59.75
14531,142266.0,58.72
14532,152480.0,60.76
14533,155352.0,61.19
14534,160293.0,61.98
14535,167925.0,61.67
14536,169447.0,60.18
14537,169481.0,61.45
14538,172104.0,59.71
14539,172944.0,60.79
14540,173401.0,58.82
14541,174199.0,60.3
14542,177679.0,60.16
14543,177971.0,61.89
14544,178008.0,60.1
14545,181849.0,60.37
14546,182076.0,60.68
14547,182385.0,60.41
14548,182422.0,58.45
14549,183017.0,61.8
14550,183142.0,59.55
14551,184843.0,59.73
14552,186763.0,60.36
14553,186969.0,58.84
14554,189377.0,61.59
14555,198899.0,59.57
14556,198927.0,60.51
14557,200485.0,58.78
14558,200676.0,60.14
14559,200703.0,59.9
14560,202959.0,60.63
14561,204222.0,61.38
14562,206425.0,60.45
14563,207459.0,59.59
14564,207544.0,61.13
14565,208676.0,59.41
14566,208953.0,59.46
14567,208988.0,58.21
14568,209040.0,58.52
14569,209222.0,59.78
14570,210149.0,59.98
14571,210206.0,59.29
14572,210264.0,60.11
14573,210791.0,59.44
14574,212319.0,60.11
14575,212683.0,59.73
14576,212800.0,60.2
14577,212925.0,60.55
14578,212960.0,59.25
14579,212964.0,60.03
14580,213571.0,60.71
14581,214084.0,60.37
14582,215207.0,59.75
14583,215660.0,60.22
14584,217156.0,59.89
14585,218738.0,59.67
14586,221369.0,59.94
14587,221881.0,56.05
14588,222188.0,59.1
14589,222624.0,59.6
14590,223451.0,58.31
14591,224002.0,58.37
14592,224088.0,60.47
14593,226107.0,58.49
14594,226844.0,58.64
14595,227371.0,60.05
14596,228098.0,58.97
14597,228701.0,58.38
14598,229419.0,61.54
14599,232540.0,59.48
14600,234235.0,66.21
14601,234884.0,58.47
14602,237054.0,59.28
14603,237426.0,57.21
14604,238106.0,59.45
14605,239880.0,59.24
14606,241339.0,59.38
14607,242060.0,59.22
14608,242147.0,59.58
14609,242164.0,58.8
14610,242875.0,60.3
14611,244469.0,60.54
14612,244670.0,59.76
14613,246432.0,58.67
14614,247205.0,60.29
14615,247222.0,58.79
14616,247969.0,59.0
14617,247991.0,59.76
14618,248076.0,59.3
14619,250902.0,59.07
14620,251037.0,59.6
14621,251041.0,59.43
14622,251046.0,58.71
14623,251523.0,59.17
14624,251635.0,59.08
14625,251729.0,60.1
14626,252238.0,59.86
14627,241419.0,61.04
14628,243169.0,60.46
14629,247497.0,60.29
14630,248133.0,60.14
14631,242856.0,59.69
14632,243468.0,59.96
14633,243710.0,59.38
14634,243817.0,59.64
14635,244634.0,60.49
14636,245865.0,58.84
14637,247507.0,59.79
14638,248228.0,60.02
14639,248384.0,60.24
14640,248808.0,59.21
14641,252544.0,59.85
14642,233047.0,59.93
14643,238389.0,59.82
14644,239891.0,60.17
14645,243056.0,59.71
14646,245341.0,59.59
14647,246112.0,60.03
14648,246430.0,59.53
14649,246957.0,59.71
14650,252488.0,59.08
14651,233745.0,60.29
14652,236604.0,60.25
14653,236663.0,59.37
14654,237935.0,58.76
14655,238186.0,59.21
14656,240776.0,59.17
14657,240906.0,59.57
14658,241186.0,59.46
14659,241632.0,59.84
14660,243513.0,60.0
14661,245553.0,59.56
14662,246064.0,59.72
14663,246335.0,59.88
14664,246401.0,59.46
14665,247544.0,60.0
14666,247721.0,59.63
14667,248487.0,60.28
14668,248740.0,59.94
14669,250813.0,59.24
14670,250992.0,59.83
14671,251494.0,59.84
14672,251855.0,59.12
14673,252745.0,59.65
14674,229184.0,60.12
14675,233092.0,61.01
14676,235960.0,59.72
14677,236008.0,59.99
14678,237037.0,59.99
14679,237232.0,59.34
14680,238236.0,60.93
14681,238458.0,60.21
14682,240278.0,60.18
14683,241027.0,59.95
14684,241650.0,59.99
14685,242974.0,59.77
14686,243427.0,59.74
14687,244613.0,59.4
14688,245784.0,60.26
14689,246592.0,59.77
14690,246784.0,59.45
14691,247102.0,61.11
14692,247499.0,59.82
14693,247841.0,59.63
14694,248202.0,59.24
14695,248541.0,59.35
14696,248784.0,60.14
14697,251499.0,59.67
14698,252386.0,59.48
14699,252464.0,59.75
14700,252580.0,60.51
14701,252826.0,59.43
14702,230068.0,60.16
14703,235913.0,60.26
14704,235946.0,60.21
14705,237341.0,60.1
14706,237937.0,60.11
14707,239125.0,60.88
14708,239778.0,61.28
14709,240756.0,60.05
14710,241379.0,60.11
14711,242635.0,60.01
14712,243156.0,59.73
14713,243516.0,60.0
14714,244508.0,59.89
14715,245154.0,59.48
14716,245264.0,59.85
14717,245426.0,60.08
14718,245749.0,59.85
14719,245769.0,59.75
14720,246854.0,59.71
14721,247369.0,59.93
14722,247407.0,59.41
14723,248052.0,66.26
14724,248254.0,59.39
14725,250725.0,59.28
14726,251192.0,59.73
14727,251845.0,60.07
14728,252208.0,59.73
14729,226261.0,60.46
14730,230162.0,59.8
14731,236550.0,60.19
14732,236664.0,60.2
14733,237613.0,60.0
14734,238997.0,59.3
14735,239609.0,59.78
14736,240345.0,60.22
14737,240778.0,59.63
14738,240785.0,59.73
14739,240808.0,60.05
14740,242612.0,60.12
14741,243233.0,59.73
14742,245000.0,59.73
14743,245252.0,59.93
14744,245376.0,59.56
14745,245410.0,60.34
14746,245565.0,59.74
14747,245780.0,59.67
14748,246237.0,59.61
14749,246677.0,59.89
14750,246680.0,60.01
14751,247101.0,60.17
14752,247737.0,59.87
14753,247774.0,59.86
14754,248201.0,64.58
14755,251317.0,59.82
14756,251405.0,59.5
14757,251540.0,59.7
14758,251628.0,59.69
14759,252236.0,60.16
14760,252255.0,59.17
14761,252325.0,59.85
14762,252391.0,60.36
14763,252467.0,59.39
14764,223960.0,60.65
14765,228642.0,60.47
14766,232549.0,59.5
14767,233116.0,60.16
14768,233780.0,60.38
14769,235247.0,60.27
14770,236589.0,61.09
14771,237081.0,59.87
14772,237536.0,60.33
14773,237965.0,61.52
14774,238058.0,60.71
14775,238132.0,60.93
14776,238177.0,60.27
14777,238409.0,60.09
14778,239355.0,60.97
14779,240429.0,60.65
14780,240599.0,60.18
14781,240800.0,60.02
14782,242223.0,59.6
14783,242454.0,60.0
14784,242850.0,59.36
14785,242971.0,59.6
14786,243397.0,59.32
14787,243477.0,59.57
14788,243720.0,60.02
14789,245338.0,59.7
14790,245404.0,59.7
14791,246663.0,59.68
14792,246885.0,60.67
14793,247160.0,60.37
14794,247316.0,61.12
14795,250775.0,59.66
14796,250941.0,60.06
14797,252175.0,59.74
14798,252797.0,60.03
14799,227682.0,60.23
14800,227974.0,60.8
14801,230807.0,59.69
14802,232110.0,58.63
14803,232275.0,60.47
14804,233734.0,60.68
14805,233793.0,59.59
14806,233865.0,59.87
14807,234369.0,59.66
14808,236787.0,59.51
14809,237254.0,58.69
14810,239226.0,59.22
14811,241022.0,59.51
14812,241963.0,59.51
14813,242358.0,59.11
14814,242800.0,59.16
14815,243305.0,59.13
14816,244066.0,58.83
14817,244076.0,60.18
14818,244490.0,59.45
14819,245336.0,59.91
14820,245742.0,59.36
14821,245856.0,59.23
14822,246254.0,59.23
14823,247542.0,59.59
14824,248205.0,58.9
14825,250851.0,58.95
14826,251226.0,59.48
14827,251335.0,59.33
14828,251872.0,59.27
14829,252263.0,58.81
14830,252785.0,59.51
14831,215425.0,59.35
14832,227815.0,59.99
14833,231914.0,59.43
14834,234207.0,58.38
14835,235606.0,59.45
14836,236849.0,59.66
14837,240076.0,59.16
14838,240171.0,58.79
14839,240605.0,59.24
14840,241031.0,58.87
14841,242823.0,60.81
14842,243476.0,58.58
14843,243758.0,58.81
14844,244048.0,59.73
14845,244105.0,59.9
14846,244372.0,59.69
14847,244612.0,59.18
14848,245176.0,59.39
14849,245339.0,58.64
14850,245863.0,58.78
14851,246278.0,58.87
14852,246353.0,59.17
14853,247637.0,59.72
14854,248476.0,59.29
14855,251846.0,59.53
14856,251913.0,59.52
14857,252569.0,59.09
14858,252781.0,59.87
14859,252791.0,58.28
14860,223989.0,59.68
14861,224307.0,59.62
14862,227759.0,58.99
14863,228744.0,59.43
14864,229008.0,59.35
14865,230646.0,59.16
14866,233404.0,59.28
14867,233425.0,58.99
14868,235647.0,58.76
14869,236829.0,59.08
14870,237395.0,58.75
14871,237440.0,58.8
14872,237601.0,58.84
14873,237850.0,59.89
14874,238737.0,59.33
14875,240600.0,59.66
14876,241134.0,59.08
14877,242225.0,59.21
14878,242703.0,59.0
14879,242893.0,59.19
14880,243004.0,59.51
14881,243665.0,58.91
14882,244883.0,59.47
14883,245234.0,59.41
14884,246798.0,59.4
14885,246921.0,59.08
14886,247060.0,59.21
14887,247310.0,59.67
14888,248087.0,59.16
14889,250743.0,59.67
14890,251289.0,58.53
14891,251547.0,58.41
14892,252873.0,59.22
14893,213653.0,59.65
14894,227837.0,59.43
14895,227997.0,58.99
14896,228740.0,59.17
14897,228779.0,59.22
14898,228919.0,59.25
14899,230876.0,59.33
14900,231145.0,59.11
14901,231233.0,59.83
14902,231746.0,59.69
14903,233067.0,58.84
14904,234107.0,58.86
14905,234643.0,58.81
14906,235605.0,59.16
14907,236540.0,60.06
14908,236901.0,59.42
14909,238613.0,59.36
14910,239305.0,59.01
14911,239947.0,58.51
14912,240052.0,58.85
14913,240175.0,58.07
14914,240186.0,59.49
14915,240704.0,58.43
14916,240768.0,58.2
14917,241007.0,58.77
14918,241192.0,58.97
14919,241822.0,58.05
14920,242196.0,58.12
14921,243925.0,58.56
14922,243931.0,58.63
14923,244073.0,58.32
14924,244082.0,59.36
14925,244835.0,59.02
14926,245092.0,58.63
14927,245499.0,59.95
14928,245566.0,58.77
14929,245596.0,58.99
14930,245781.0,58.89
14931,246280.0,58.36
14932,246731.0,59.36
14933,246821.0,58.15
14934,247359.0,59.31
14935,250979.0,58.06
14936,250990.0,57.98
14937,251471.0,58.49
14938,251608.0,58.82
14939,251761.0,58.19
14940,252833.0,59.44
14941,215820.0,60.37
14942,219701.0,58.45
14943,222095.0,58.31
14944,222108.0,59.34
14945,222168.0,59.85
14946,223969.0,59.25
14947,224426.0,59.0
14948,226563.0,58.94
14949,226579.0,58.54
14950,226709.0,60.26
14951,236861.0,59.57
14952,237181.0,59.04
14953,237821.0,58.88
14954,237926.0,58.22
14955,238781.0,58.56
14956,239480.0,59.0
14957,239651.0,58.87
14958,240022.0,58.76
14959,240140.0,59.11
14960,240362.0,59.73
14961,240502.0,59.99
14962,240533.0,59.02
14963,240534.0,59.26
14964,241642.0,58.45
14965,242419.0,59.15
14966,242904.0,58.77
14967,243336.0,58.39
14968,243572.0,59.94
14969,244452.0,58.94
14970,244458.0,58.08
14971,244691.0,58.26
14972,244887.0,58.97
14973,245448.0,59.05
14974,245561.0,58.1
14975,245779.0,58.88
14976,247344.0,57.98
14977,247585.0,59.11
14978,247675.0,58.22
14979,248382.0,58.8
14980,248470.0,58.36
14981,250763.0,58.57
14982,251100.0,58.41
14983,251309.0,58.15
14984,251442.0,57.82
14985,251668.0,58.72
14986,251762.0,58.22
14987,251785.0,58.52
14988,252557.0,60.23
14989,252694.0,57.84
14990,252708.0,59.79
14991,252776.0,59.83
14992,252875.0,58.69
14993,213489.0,58.6
14994,213678.0,58.4
14995,217994.0,58.81
14996,218888.0,59.43
14997,220565.0,59.67
14998,220816.0,59.47
14999,221874.0,59.37
15000,222978.0,58.99
15001,223305.0,58.67
15002,225087.0,58.9
15003,225509.0,58.75
15004,227288.0,59.28
15005,229397.0,58.31
15006,231046.0,58.1
15007,232272.0,58.29
15008,232412.0,59.46
15009,233289.0,58.2
15010,233961.0,60.63
15011,235143.0,58.84
15012,235949.0,58.9
15013,237146.0,58.17
15014,237796.0,58.48
15015,238398.0,58.38
15016,238494.0,58.56
15017,239358.0,58.65
15018,239958.0,58.7
15019,240472.0,59.96
15020,240786.0,57.14
15021,241299.0,58.79
15022,242356.0,58.71
15023,242507.0,59.37
15024,243344.0,58.5
15025,243358.0,58.69
15026,244095.0,59.03
15027,244454.0,58.48
15028,244904.0,59.07
15029,244970.0,60.09
15030,245818.0,59.03
15031,247511.0,58.68
15032,247569.0,58.8
15033,247732.0,58.8
15034,248054.0,58.03
15035,250876.0,58.31
15036,251242.0,59.2
15037,251625.0,58.91
15038,251779.0,58.67
15039,251800.0,59.63
15040,251981.0,59.6
15041,252319.0,58.51
15042,252853.0,59.0
15043,212241.0,59.48
15044,213690.0,59.61
15045,219819.0,59.32
15046,220041.0,59.67
15047,220188.0,58.02
15048,220652.0,59.96
15049,221202.0,59.74
15050,223707.0,58.94
15051,225365.0,59.83
15052,225519.0,58.78
15053,225674.0,58.65
15054,228562.0,57.59
15055,228799.0,59.18
15056,229185.0,58.67
15057,230587.0,59.01
15058,231941.0,59.94
15059,232105.0,58.08
15060,235074.0,57.76
15061,235656.0,59.51
15062,236633.0,58.81
15063,237128.0,59.6
15064,237399.0,58.17
15065,238290.0,58.2
15066,238683.0,58.75
15067,239011.0,57.72
15068,239042.0,59.16
15069,239275.0,59.15
15070,239308.0,58.12
15071,242658.0,58.67
15072,243626.0,58.54
15073,243779.0,58.51
15074,244170.0,58.49
15075,244286.0,59.54
15076,245056.0,57.78
15077,246736.0,58.07
15078,246965.0,58.63
15079,247066.0,57.39
15080,248744.0,58.77
15081,250884.0,58.3
15082,250908.0,58.47
15083,250952.0,58.61
15084,251876.0,58.35
15085,252309.0,58.96
15086,252904.0,58.64
15087,214134.0,59.7
15088,215088.0,59.69
15089,218591.0,58.55
15090,222007.0,58.09
15091,222066.0,59.01
15092,223823.0,56.94
15093,224303.0,58.4
15094,224311.0,60.02
15095,225133.0,59.03
15096,225245.0,58.47
15097,227082.0,58.26
15098,227948.0,58.73
15099,231481.0,58.65
15100,233259.0,59.71
15101,234977.0,57.7
15102,235329.0,57.36
15103,236995.0,58.48
15104,240068.0,58.81
15105,242058.0,58.13
15106,243884.0,59.67
15107,246558.0,58.27
15108,247096.0,57.27
15109,247197.0,58.68
15110,247578.0,59.71
15111,248339.0,58.58
15112,251557.0,58.3
15113,251622.0,57.66
15114,252762.0,58.75
15115,205267.0,59.25
15116,206500.0,57.49
15117,212416.0,58.62
15118,213156.0,58.75
15119,213686.0,58.81
15120,213975.0,59.78
15121,214049.0,60.07
15122,218381.0,58.45
15123,221264.0,59.78
15124,221386.0,59.42
15125,221692.0,58.74
15126,222438.0,57.64
15127,225756.0,58.87
15128,228665.0,58.9
15129,228999.0,58.38
15130,232427.0,59.77
15131,232521.0,58.5
15132,237085.0,57.64
15133,237168.0,60.47
15134,237436.0,57.83
15135,237977.0,59.44
15136,238927.0,57.38
15137,241206.0,61.65
15138,242012.0,59.2
15139,242257.0,58.06
15140,243992.0,59.12
15141,245265.0,58.59
15142,245436.0,58.39
15143,246840.0,58.2
15144,247032.0,58.11
15145,250909.0,58.2
15146,251078.0,59.14
15147,251175.0,59.18
15148,252265.0,58.55
15149,252456.0,59.29
15150,210776.0,57.4
15151,211143.0,59.19
15152,213412.0,59.01
15153,214896.0,59.0
15154,220777.0,60.03
15155,224515.0,57.96
15156,224693.0,58.62
15157,228461.0,59.03
15158,228526.0,57.73
15159,230126.0,58.29
15160,230980.0,58.34
15161,232265.0,58.43
15162,235220.0,57.46
15163,236733.0,58.4
15164,237095.0,58.7
15165,239573.0,57.9
15166,239973.0,57.42
15167,251042.0,58.44
15168,251508.0,58.28
15169,183533.0,57.6
15170,190179.0,58.14
15171,202364.0,59.99
15172,203023.0,59.09
15173,204825.0,57.37
15174,205075.0,60.49
15175,207828.0,58.51
15176,215862.0,58.98
15177,216441.0,58.7
15178,225176.0,58.76
15179,226610.0,58.86
15180,231486.0,58.51
15181,232687.0,58.27
15182,233446.0,58.39
15183,237954.0,58.41
15184,240399.0,58.43
15185,243896.0,59.46
15186,247250.0,58.19
15187,248336.0,58.07
15188,248485.0,59.1
15189,250932.0,58.05
15190,251506.0,58.6
15191,209024.0,58.98
15192,209364.0,58.04
15193,221974.0,58.76
15194,222402.0,63.32
15195,225661.0,59.03
15196,226181.0,58.6
15197,233846.0,58.15
15198,237089.0,58.09
15199,242014.0,59.41
15200,247318.0,58.32
15201,247413.0,56.57
15202,251220.0,58.43
15203,251440.0,58.22
15204,251743.0,58.95
15205,251747.0,58.57
15206,251803.0,58.04
15207,251949.0,58.59
15208,190240.0,60.8
15209,194894.0,57.76
15210,198891.0,59.28
15211,200263.0,59.41
15212,202881.0,58.88
15213,203192.0,59.6
15214,205289.0,59.01
15215,205361.0,58.06
15216,209893.0,58.64
15217,209985.0,60.05
15218,211135.0,60.0
15219,212380.0,59.1
15220,214033.0,58.87
15221,214652.0,58.54
15222,214908.0,58.56
15223,224188.0,58.56
15224,226195.0,59.13
15225,232507.0,59.15
15226,232596.0,58.07
15227,232725.0,58.67
15228,233085.0,57.38
15229,237318.0,59.74
15230,242048.0,58.06
15231,242139.0,58.09
15232,243687.0,58.62
15233,243753.0,68.56
15234,243929.0,58.52
15235,245522.0,58.24
15236,247573.0,58.66
15237,247985.0,58.53
15238,252358.0,58.97
15239,139471.0,59.61
15240,148700.0,60.5
15241,163731.0,60.37
15242,164645.0,62.08
15243,169912.0,61.25
15244,173785.0,61.04
15245,177672.0,57.69
15246,180755.0,58.64
15247,180760.0,57.43
15248,181964.0,61.13
15249,182359.0,59.7
15250,182419.0,59.1
15251,182788.0,60.08
15252,183829.0,59.27
15253,184491.0,59.67
15254,185165.0,61.1
15255,185187.0,58.75
15256,186228.0,59.77
15257,187336.0,56.87
15258,189281.0,58.34
15259,189331.0,58.46
15260,192585.0,59.51
15261,192999.0,57.15
15262,193023.0,57.86
15263,193943.0,59.95
15264,194363.0,60.13
15265,195013.0,58.91
15266,197597.0,60.0
15267,197952.0,59.27
15268,200061.0,60.56
15269,203834.0,58.52
15270,204007.0,58.32
15271,204151.0,58.63
15272,204501.0,56.97
15273,210785.0,59.43
15274,210925.0,59.87
15275,211078.0,57.28
15276,211663.0,57.95
15277,212037.0,59.41
15278,214142.0,57.28
15279,214278.0,58.93
15280,214902.0,57.94
15281,217441.0,57.38
15282,217972.0,57.71
15283,222173.0,58.39
15284,223078.0,58.24
15285,223080.0,58.49
15286,224670.0,58.66
15287,228693.0,56.85
15288,228795.0,58.28
15289,232366.0,57.15
15290,232369.0,56.16
15291,232418.0,58.6
15292,232740.0,54.69
15293,235877.0,58.36
15294,236002.0,58.25
15295,237776.0,56.76
15296,238689.0,59.63
15297,238913.0,57.66
15298,238934.0,57.94
15299,239765.0,57.75
15300,240470.0,57.67
15301,240641.0,57.39
15302,240984.0,58.41
15303,241090.0,58.59
15304,241298.0,57.75
15305,241311.0,58.35
15306,241343.0,57.59
15307,246725.0,59.19
15308,247137.0,57.35
15309,247403.0,58.08
15310,247562.0,56.81
15311,247970.0,57.39
15312,250938.0,57.29
15313,251077.0,58.54
15314,251118.0,57.64
15315,251184.0,57.12
15316,251237.0,57.79
15317,251248.0,58.1
15318,251280.0,57.83
15319,251303.0,58.03
15320,251609.0,58.0
15321,251721.0,59.96
